"donor_id","donated","age","gender","marital_status","balance","income_category","education","previous_gifts","mean_gift","max_gift","min_gift","median_gift","days_since_first_gift","recency","frequency","emails_opened","website_visits","attended_event","newsletter_subscriber","region","area_type","distance_to_office","gender_F","gender_M","income_low","income_medium","income_high","income_veryhigh","age_disc","balance_disc","mean_gift_disc","max_gift_disc","recency_disc"
1501,0,66,"M","Married",568.37,"Medium","High School",3,15.14,23.69,11.87,19.41,2331,458,0.46975546975547,6,3,0,0,"Shkodër","Urban",28.3,0,1,0,1,0,0,"age_4","balance_1","mean_gift_1","max_gift_1","recency_3"
1504,1,83,"F","Single",1816.75,"Medium","Bachelor",1,110.9,117.03,49.42,113.97,102,102,1,8,5,0,1,"Other","Suburban",51.8,1,0,0,1,0,0,"age_5","balance_4","mean_gift_5","max_gift_4","recency_1"
1506,1,80,"M","Married",2775.56,"Medium","Bachelor",1,58.94,97.97,30.74,78.46,652,409,0.559815950920245,9,4,0,1,"Tiranë","Urban",12.6,0,1,0,1,0,0,"age_5","balance_5","mean_gift_4","max_gift_4","recency_3"
1512,1,71,"M","Married",1590.82,"Medium","High School",2,55.5,107.66,32.73,81.58,1234,877,0.591572123176661,8,4,0,1,"Durrës","Urban",26.4,0,1,0,1,0,0,"age_5","balance_3","mean_gift_4","max_gift_4","recency_5"
1513,0,37,"M","Married",3574.65,"Medium","Bachelor",1,67.88,165.44,23.16,116.66,2881,308,0.126692120791392,11,2,0,0,"Other","Rural",19.3,0,1,0,1,0,0,"age_1","balance_5","mean_gift_4","max_gift_5","recency_2"
1517,1,64,"F","Single",1742.8,"Low","Bachelor",3,25.69,49.15,16.55,37.42,1923,876,0.569422776911076,11,4,0,1,"Other","Urban",5.3,1,0,1,0,0,0,"age_4","balance_4","mean_gift_2","max_gift_2","recency_5"
1518,1,57,"F","Single",1480.5,"Low","Bachelor",3,45.74,89.22,21.95,67.48,159,159,3,8,3,0,1,"Elbasan","Urban",11.5,1,0,1,0,0,0,"age_3","balance_3","mean_gift_3","max_gift_4","recency_1"
1519,1,85,"F","Single",2216.19,"High","Bachelor",1,88.66,123.78,36.44,106.22,1870,928,0.195187165775401,11,7,0,1,"Durrës","Urban",18.5,1,0,0,0,1,0,"age_5","balance_5","mean_gift_5","max_gift_4","recency_5"
1522,1,60,"F","Single",1619.75,"Low","High School",6,3.14,3.49,1.7,3.32,1028,338,2.13035019455253,8,6,0,0,"Durrës","Suburban",16.3,1,0,1,0,0,0,"age_3","balance_3","mean_gift_1","max_gift_1","recency_2"
1524,1,95,"F","Married",502.54,"Medium","Master",3,71.99,84.97,44.93,78.48,1740,948,0.629310344827586,7,2,0,1,"Other","Suburban",31.1,1,0,0,1,0,0,"age_5","balance_1","mean_gift_4","max_gift_3","recency_5"
1526,1,75,"F","Married",1007.62,"High","Bachelor",4,13.45,19.3,4.1,16.38,2837,923,0.514628128304547,7,6,0,1,"Shkodër","Rural",27,1,0,0,0,1,0,"age_5","balance_2","mean_gift_1","max_gift_1","recency_5"
1529,0,32,"M","Divorced",1336.94,"Low","Bachelor",2,8.67,20.31,3.25,14.49,1671,880,0.436864153201676,8,4,1,1,"Tiranë","Rural",4.9,0,1,1,0,0,0,"age_1","balance_3","mean_gift_1","max_gift_1","recency_5"
1532,1,23,"M","Married",1617.16,"High","High School",4,21.03,52.05,12.38,36.54,1663,112,0.877931449188214,11,3,0,1,"Vlorë","Urban",8.6,0,1,0,0,1,0,"age_1","balance_3","mean_gift_2","max_gift_2","recency_1"
1533,0,39,"M","Single",1987.85,"High","High School",2,16.79,22.55,9.61,19.67,2942,341,0.248130523453433,4,3,0,1,"Tiranë","Urban",22.7,0,1,0,0,1,0,"age_1","balance_4","mean_gift_1","max_gift_1","recency_2"
1535,1,84,"F","Widowed",1908.2,"High","High School",5,108.12,114.16,36.64,111.14,1200,703,1.52083333333333,6,5,0,1,"Other","Suburban",35.8,1,0,0,0,1,0,"age_5","balance_4","mean_gift_5","max_gift_4","recency_4"
1540,1,65,"F","Widowed",1997.22,"Medium","Bachelor",1,94.61,126.26,48.04,110.44,1900,631,0.192105263157895,7,5,0,1,"Shkodër","Urban",38.7,1,0,0,1,0,0,"age_4","balance_4","mean_gift_5","max_gift_4","recency_4"
1543,1,68,"F","Married",2503.5,"Medium","High School",2,18.75,31.6,9.61,25.18,714,155,1.02240896358543,7,3,0,1,"Elbasan","Urban",12.5,1,0,0,1,0,0,"age_4","balance_5","mean_gift_1","max_gift_1","recency_1"
1545,1,51,"M","Divorced",972.69,"Medium","Master",3,28.44,29.06,17.05,28.75,1558,86,0.702824133504493,7,5,0,1,"Other","Urban",51.4,0,1,0,1,0,0,"age_3","balance_2","mean_gift_2","max_gift_1","recency_1"
1546,0,39,"F","Married",286.78,"Low","Bachelor",3,71.97,79.6,51.91,75.78,1099,832,0.996360327570519,8,7,0,0,"Tiranë","Suburban",22.8,1,0,1,0,0,0,"age_1","balance_1","mean_gift_4","max_gift_3","recency_5"
1548,0,35,"F","Married",0,"Low","Bachelor",4,18.89,36.89,14.98,27.89,2121,632,0.688354549740688,10,8,0,1,"Other","Urban",33.8,1,0,1,0,0,0,"age_1","balance_1","mean_gift_1","max_gift_2","recency_4"
1549,1,55,"M","Divorced",1893.68,"High","Bachelor",2,47.37,67.07,25.4,57.22,1843,751,0.396093326098752,10,7,1,0,"Elbasan","Suburban",49.1,0,1,0,0,1,0,"age_3","balance_4","mean_gift_3","max_gift_3","recency_5"
1551,0,51,"M","Divorced",370.99,"High","Bachelor",2,46.48,75.75,32.62,61.11,618,205,1.18122977346278,3,5,0,0,"Shkodër","Urban",51.5,0,1,0,0,1,0,"age_3","balance_1","mean_gift_3","max_gift_3","recency_2"
1552,1,75,"F","Married",737.44,"Medium","High School",3,29.98,47.97,17.46,38.98,2395,862,0.457202505219207,9,4,0,1,"Tiranë","Urban",17.9,1,0,0,1,0,0,"age_5","balance_1","mean_gift_2","max_gift_2","recency_5"
1553,0,44,"F","Married",777.99,"High","Bachelor",3,55.99,125.4,19.78,90.7,751,483,1.45805592543276,5,4,0,0,"Tiranë","Urban",29.2,1,0,0,0,1,0,"age_2","balance_1","mean_gift_4","max_gift_4","recency_3"
1556,0,79,"F","Widowed",2016.66,"High","Bachelor",1,15.71,28.19,11.87,21.95,1240,278,0.294354838709677,11,6,0,0,"Tiranë","Suburban",46.7,1,0,0,0,1,0,"age_5","balance_4","mean_gift_1","max_gift_1","recency_2"
1557,1,53,"M","Married",1621.95,"Medium","Master",3,83.62,88.02,41.48,85.82,1318,435,0.830804248861912,12,4,0,1,"Shkodër","Rural",44.8,0,1,0,1,0,0,"age_3","balance_3","mean_gift_5","max_gift_4","recency_3"
1561,0,61,"M","Married",1371.26,"High","Bachelor",0,0,0,0,0,NA,NA,0,3,5,0,1,"Vlorë","Suburban",8.9,0,1,0,0,1,0,"age_4","balance_3",NA,NA,NA
1562,1,50,"F","Divorced",2109.84,"High","Bachelor",3,57.97,91.76,42.61,74.87,1657,536,0.660832830416415,8,4,0,1,"Other","Urban",15.2,1,0,0,0,1,0,"age_2","balance_4","mean_gift_4","max_gift_4","recency_4"
1564,0,55,"F","Married",543.22,"Medium","High School",3,8.4,19.13,3.34,13.77,963,542,1.13707165109034,7,5,0,0,"Durrës","Suburban",27.7,1,0,0,1,0,0,"age_3","balance_1","mean_gift_1","max_gift_1","recency_4"
1565,1,65,"F","Married",2365.63,"Medium","Bachelor",5,22.36,49.78,15.07,36.07,2146,405,0.850419384902144,4,5,0,1,"Other","Suburban",30.4,1,0,0,1,0,0,"age_4","balance_5","mean_gift_2","max_gift_2","recency_3"
1566,1,52,"F","Single",2157.73,"Medium","Master",2,52.71,127.6,20.51,90.16,2361,176,0.309191020753918,10,3,1,1,"Other","Urban",56,1,0,0,1,0,0,"age_3","balance_4","mean_gift_4","max_gift_4","recency_1"
1569,1,47,"F","Married",2147.48,"Medium","PhD",6,35.31,76.46,12.7,55.88,717,65,3.05439330543933,8,3,0,1,"Durrës","Suburban",0.2,1,0,0,1,0,0,"age_2","balance_4","mean_gift_3","max_gift_3","recency_1"
1571,1,36,"F","Married",400.13,"Medium","Bachelor",2,99.03,221.93,31.22,160.48,1215,318,0.60082304526749,7,4,0,1,"Durrës","Suburban",22.5,1,0,0,1,0,0,"age_1","balance_1","mean_gift_5","max_gift_5","recency_2"
1572,1,77,"F","Widowed",2397.93,"Medium","High School",5,83.11,126.65,50.63,104.88,1179,78,1.5479219677693,12,3,0,1,"Tiranë","Urban",46.2,1,0,0,1,0,0,"age_5","balance_5","mean_gift_5","max_gift_4","recency_1"
1573,1,55,"M","Single",1281.66,"Low","Bachelor",3,26.75,59.18,11.88,42.97,953,313,1.14900314795383,4,5,0,1,"Durrës","Rural",2.9,0,1,1,0,0,0,"age_3","balance_2","mean_gift_2","max_gift_3","recency_2"
1574,1,19,"F","Single",519.92,"High","High School",1,77.38,177.03,32.61,127.2,1421,392,0.256861365235749,7,5,0,1,"Durrës","Urban",17.3,1,0,0,0,1,0,"age_1","balance_1","mean_gift_5","max_gift_5","recency_3"
1575,1,45,"F","Married",2986.94,"High","High School",2,7.3,11.72,5.76,9.51,1907,166,0.38280020975354,12,4,1,0,"Tiranë","Suburban",30.5,1,0,0,0,1,0,"age_2","balance_5","mean_gift_1","max_gift_1","recency_1"
1577,0,32,"F","Divorced",491.49,"Medium","Bachelor",2,13.8,26.28,10.83,20.04,2242,727,0.325602140945584,7,4,1,1,"Tiranë","Urban",50.4,1,0,0,1,0,0,"age_1","balance_1","mean_gift_1","max_gift_1","recency_4"
1578,1,57,"F","Single",1610.06,"High","High School",1,58.79,121.85,17.68,90.32,2215,381,0.164785553047404,13,5,0,1,"Tiranë","Rural",29.9,1,0,0,0,1,0,"age_3","balance_3","mean_gift_4","max_gift_4","recency_3"
1579,1,33,"F","Divorced",678.86,"Medium","Bachelor",5,42.35,60.44,21.13,51.39,2525,887,0.722772277227723,7,3,0,1,"Tiranë","Suburban",22.7,1,0,0,1,0,0,"age_1","balance_1","mean_gift_3","max_gift_3","recency_5"
1582,1,51,"F","Married",124.75,"Medium","Master",2,42.3,67.87,24.45,55.08,1873,957,0.389749065670048,7,10,1,1,"Vlorë","Urban",26.5,1,0,0,1,0,0,"age_3","balance_1","mean_gift_3","max_gift_3","recency_5"
1584,1,68,"F","Single",2209.61,"Medium","PhD",1,16.56,28.05,10.72,22.3,1047,959,0.348615090735435,7,6,0,1,"Tiranë","Urban",15.2,1,0,0,1,0,0,"age_4","balance_5","mean_gift_1","max_gift_1","recency_5"
1587,0,73,"M","Married",1277.61,"High","High School",3,53.12,100.42,22.07,76.77,1930,889,0.567357512953368,10,8,0,0,"Tiranë","Urban",8.4,0,1,0,0,1,0,"age_5","balance_2","mean_gift_4","max_gift_4","recency_5"
1588,1,62,"F","Married",1324.64,"Low","High School",2,42.74,82.24,13.56,62.49,291,291,2,10,5,1,1,"Elbasan","Rural",10.2,1,0,1,0,0,0,"age_4","balance_3","mean_gift_3","max_gift_3","recency_2"
1589,1,56,"F","Single",579.68,"Low","Bachelor",1,21.84,27.03,8.03,24.44,600,361,0.608333333333333,13,5,1,0,"Durrës","Urban",17.2,1,0,1,0,0,0,"age_3","balance_1","mean_gift_2","max_gift_1","recency_3"
1590,1,57,"F","Widowed",989.99,"High","PhD",3,67.77,155.56,21.29,111.66,243,153,3,6,4,1,1,"Tiranë","Rural",37.7,1,0,0,0,1,0,"age_3","balance_2","mean_gift_4","max_gift_5","recency_1"
1593,0,44,"M","Married",784.4,"Medium","High School",2,17.53,42.35,13.19,29.94,545,545,1.3394495412844,13,2,0,0,"Vlorë","Urban",33.4,0,1,0,1,0,0,"age_2","balance_1","mean_gift_1","max_gift_2","recency_4"
1597,1,54,"M","Married",1821.73,"Medium","Bachelor",2,32.26,47.6,15.72,39.93,166,166,2,5,5,0,1,"Elbasan","Urban",19,0,1,0,1,0,0,"age_3","balance_4","mean_gift_2","max_gift_2","recency_1"
1598,0,41,"F","Single",1556.75,"High","High School",2,76.4,127.5,33.81,101.95,2939,523,0.248383804014971,9,6,0,1,"Tiranë","Suburban",65.5,1,0,0,0,1,0,"age_2","balance_3","mean_gift_5","max_gift_4","recency_3"
1599,1,18,"M","Married",769.44,"Very High","Bachelor",2,93.67,148.65,30.43,121.16,1912,350,0.381799163179916,5,7,0,1,"Elbasan","Urban",7.2,0,1,0,0,0,1,"age_1","balance_1","mean_gift_5","max_gift_5","recency_3"
1600,1,91,"F","Married",2436.77,"High","Master",2,42.57,99.8,25.18,71.18,2880,158,0.253472222222222,8,5,0,0,"Vlorë","Urban",41.4,1,0,0,0,1,0,"age_5","balance_5","mean_gift_3","max_gift_4","recency_1"
1603,1,44,"F","Married",2347.52,"Low","High School",3,144.86,336.09,48.59,240.48,2583,209,0.423925667828107,8,4,0,0,"Tiranë","Suburban",33.1,1,0,1,0,0,0,"age_2","balance_5","mean_gift_5","max_gift_5","recency_2"
1604,1,64,"M","Married",2646.1,"High","Bachelor",4,5.9,9.45,4.38,7.68,2007,255,0.727453911310413,7,1,0,0,"Tiranë","Suburban",35,0,1,0,0,1,0,"age_4","balance_5","mean_gift_1","max_gift_1","recency_2"
1606,1,66,"F","Single",1618.42,"Medium","Master",3,51.35,127.42,22.55,89.39,1572,813,0.696564885496183,7,4,0,0,"Shkodër","Suburban",15.1,1,0,0,1,0,0,"age_4","balance_3","mean_gift_4","max_gift_4","recency_5"
1607,1,22,"M","Single",1536.57,"High","High School",1,122.09,241.17,47.39,181.63,2548,863,0.143249607535322,12,1,0,0,"Tiranë","Urban",39.9,0,1,0,0,1,0,"age_1","balance_3","mean_gift_5","max_gift_5","recency_5"
1609,1,52,"M","Married",1370.65,"High","High School",1,49.82,55.51,34.34,52.66,2443,703,0.149406467458043,10,3,0,1,"Durrës","Suburban",16.5,0,1,0,0,1,0,"age_3","balance_3","mean_gift_3","max_gift_2","recency_4"
1611,1,49,"M","Married",1269.09,"Very High","Master",1,16.4,22.33,8.92,19.36,2245,714,0.162583518930958,18,8,0,0,"Shkodër","Urban",26.2,0,1,0,0,0,1,"age_2","balance_2","mean_gift_1","max_gift_1","recency_4"
1612,1,48,"M","Married",1033.93,"Low","Bachelor",1,51.15,77.57,23.8,64.36,2751,610,0.132679025808797,11,3,0,0,"Durrës","Suburban",16.7,0,1,1,0,0,0,"age_2","balance_2","mean_gift_3","max_gift_3","recency_4"
1613,1,22,"F","Divorced",2144.2,"High","High School",4,56.38,136.09,41.31,96.24,462,316,3.16017316017316,9,3,0,1,"Other","Rural",60.9,1,0,0,0,1,0,"age_1","balance_4","mean_gift_4","max_gift_5","recency_2"
1614,1,58,"M","Married",0,"High","High School",1,50.47,78.57,24.87,64.52,740,410,0.493243243243243,10,2,0,0,"Elbasan","Suburban",46.6,0,1,0,0,1,0,"age_3","balance_1","mean_gift_3","max_gift_3","recency_3"
1616,1,51,"F","Single",497.4,"Medium","Master",1,35.09,61.15,22.73,48.12,2607,921,0.140007671653241,10,4,0,1,"Shkodër","Suburban",44.4,1,0,0,1,0,0,"age_3","balance_1","mean_gift_3","max_gift_3","recency_5"
1618,1,61,"F","Divorced",1194.07,"Medium","Bachelor",2,17.99,40.01,7.75,29,1267,645,0.576164167324388,4,7,0,1,"Shkodër","Urban",29.1,1,0,0,1,0,0,"age_4","balance_2","mean_gift_1","max_gift_2","recency_4"
1619,1,33,"F","Married",3417.07,"Low","High School",1,55.25,103.46,18.27,79.35,1063,769,0.343367826904986,7,5,0,0,"Tiranë","Urban",40.7,1,0,1,0,0,0,"age_1","balance_5","mean_gift_4","max_gift_4","recency_5"
1620,1,61,"F","Single",846.63,"Medium","High School",3,87.79,191.58,58.48,139.68,926,844,1.18250539956803,7,6,0,0,"Tiranë","Urban",41.2,1,0,0,1,0,0,"age_4","balance_2","mean_gift_5","max_gift_5","recency_5"
1623,1,48,"F","Married",1535.72,"High","Master",1,88.85,117.06,44.86,102.96,1597,409,0.228553537883532,6,3,0,1,"Other","Rural",19.1,1,0,0,0,1,0,"age_2","balance_3","mean_gift_5","max_gift_4","recency_3"
1625,1,64,"F","Divorced",740.67,"Medium","High School",1,36.98,63.33,26.85,50.16,2881,578,0.126692120791392,12,1,0,0,"Other","Urban",1.2,1,0,0,1,0,0,"age_4","balance_1","mean_gift_3","max_gift_3","recency_4"
1627,0,40,"M","Widowed",1775.32,"High","Bachelor",2,41.22,95.95,32.49,68.59,1207,606,0.604805302402651,8,1,0,0,"Other","Urban",36.3,0,1,0,0,1,0,"age_1","balance_4","mean_gift_3","max_gift_4","recency_4"
1629,0,50,"M","Single",1170.36,"Very High","High School",3,62.05,120.97,41.31,91.51,671,588,1.63189269746647,8,5,0,0,"Tiranë","Urban",14.5,0,1,0,0,0,1,"age_2","balance_2","mean_gift_4","max_gift_4","recency_4"
1631,0,57,"M","Single",330.8,"Low","High School",3,72.01,179.85,48.3,125.93,1703,169,0.642982971227246,5,4,0,0,"Other","Suburban",18.1,0,1,1,0,0,0,"age_3","balance_1","mean_gift_4","max_gift_5","recency_1"
1632,1,52,"F","Married",2476.31,"Medium","Master",4,22.6,30.14,13.1,26.37,2189,824,0.666971219735039,10,6,0,1,"Other","Urban",41.5,1,0,0,1,0,0,"age_3","balance_5","mean_gift_2","max_gift_1","recency_5"
1634,1,32,"M","Single",1239.22,"High","High School",1,75.46,164.14,46.31,119.8,2728,828,0.133797653958944,11,4,1,1,"Other","Suburban",11.6,0,1,0,0,1,0,"age_1","balance_2","mean_gift_4","max_gift_5","recency_5"
1636,1,60,"M","Married",1362.12,"High","Bachelor",3,18.38,43.22,7.78,30.8,210,95,3,6,5,0,1,"Tiranë","Suburban",14,0,1,0,0,1,0,"age_3","balance_3","mean_gift_1","max_gift_2","recency_1"
1637,0,58,"F","Divorced",0,"Medium","Bachelor",3,36.17,67.01,27.99,51.59,519,519,2.10982658959538,13,10,0,1,"Tiranë","Rural",31.5,1,0,0,1,0,0,"age_3","balance_1","mean_gift_3","max_gift_3","recency_3"
1639,0,73,"F","Married",266.91,"Medium","Bachelor",2,50.41,125.23,28.74,87.82,1718,500,0.424912689173458,7,4,0,0,"Shkodër","Suburban",23.6,1,0,0,1,0,0,"age_5","balance_1","mean_gift_3","max_gift_4","recency_3"
1641,1,49,"F","Widowed",2343.08,"Low","High School",3,19.48,31.51,7.51,25.5,2907,16,0.376676986584107,4,4,0,0,"Durrës","Urban",31.2,1,0,1,0,0,0,"age_2","balance_5","mean_gift_1","max_gift_1","recency_1"
1646,1,34,"M","Married",2410.85,"High","High School",1,47.94,99.58,34.9,73.76,120,79,1,12,6,1,0,"Vlorë","Urban",63.1,0,1,0,0,1,0,"age_1","balance_5","mean_gift_3","max_gift_4","recency_1"
1648,1,36,"M","Single",1429.88,"Medium","High School",3,16.11,33.7,6.09,24.91,168,92,3,9,2,0,0,"Tiranë","Suburban",13.8,0,1,0,1,0,0,"age_1","balance_3","mean_gift_1","max_gift_1","recency_1"
1651,1,46,"F","Divorced",2508.53,"Medium","High School",3,126.13,314.12,76.93,220.12,1889,809,0.579671784012705,4,3,1,1,"Durrës","Rural",5.5,1,0,0,1,0,0,"age_2","balance_5","mean_gift_5","max_gift_5","recency_5"
1653,1,64,"F","Widowed",711.44,"Medium","High School",5,10.3,12.33,7.7,11.32,1436,159,1.27089136490251,9,4,0,1,"Other","Rural",36.1,1,0,0,1,0,0,"age_4","balance_1","mean_gift_1","max_gift_1","recency_1"
1654,1,79,"F","Married",2949.77,"High","Bachelor",6,59.9,64.06,18.14,61.98,2808,914,0.77991452991453,7,4,0,1,"Vlorë","Suburban",70.8,1,0,0,0,1,0,"age_5","balance_5","mean_gift_4","max_gift_3","recency_5"
1655,1,37,"F","Married",2260.37,"Medium","High School",1,82.2,180.69,53.01,131.44,444,69,0.822072072072072,8,2,0,1,"Vlorë","Rural",32.2,1,0,0,1,0,0,"age_1","balance_5","mean_gift_5","max_gift_5","recency_1"
1656,0,68,"M","Single",631.93,"Medium","High School",1,22.18,53.42,17.58,37.8,2020,590,0.180693069306931,3,4,1,1,"Shkodër","Urban",19.5,0,1,0,1,0,0,"age_4","balance_1","mean_gift_2","max_gift_2","recency_4"
1658,1,81,"M","Married",1077.47,"Low","Master",5,20.68,21.94,12.6,21.31,260,260,5,3,4,0,0,"Tiranë","Urban",43,0,1,1,0,0,0,"age_5","balance_2","mean_gift_2","max_gift_1","recency_2"
1660,1,54,"M","Single",1623.98,"Medium","PhD",4,27,52.65,13.68,39.83,1493,890,0.977896851975887,5,6,0,1,"Other","Urban",17.5,0,1,0,1,0,0,"age_3","balance_3","mean_gift_2","max_gift_2","recency_5"
1661,1,41,"M","Single",2590.9,"High","Master",4,21.62,45.06,13.82,33.34,1158,358,1.26079447322971,8,7,0,0,"Elbasan","Suburban",18.1,0,1,0,0,1,0,"age_2","balance_5","mean_gift_2","max_gift_2","recency_3"
1662,0,32,"F","Married",1702.2,"Medium","Master",3,39.48,46.85,30.51,43.16,877,877,1.24857468643101,11,4,0,0,"Tiranë","Rural",31,1,0,0,1,0,0,"age_1","balance_4","mean_gift_3","max_gift_2","recency_5"
1663,0,37,"F","Married",1259.91,"Low","Bachelor",2,10.24,17.68,5.33,13.96,2641,760,0.276410450586899,7,9,1,0,"Shkodër","Urban",11.3,1,0,1,0,0,0,"age_1","balance_2","mean_gift_1","max_gift_1","recency_5"
1664,1,47,"M","Divorced",1479.41,"Low","High School",6,47.98,86.37,16.28,67.17,506,145,4.32806324110672,11,2,0,1,"Tiranë","Suburban",5.9,0,1,1,0,0,0,"age_2","balance_3","mean_gift_3","max_gift_3","recency_1"
1665,0,33,"M","Single",1289.83,"Medium","High School",6,25.3,49.01,18.83,37.16,2956,988,0.740866035182679,13,3,0,1,"Tiranë","Suburban",19.1,0,1,0,1,0,0,"age_1","balance_3","mean_gift_2","max_gift_2","recency_5"
1666,1,52,"F","Married",451.28,"High","High School",3,96.77,97.75,29.92,97.26,1394,162,0.785509325681492,6,1,1,1,"Tiranë","Suburban",31.3,1,0,0,0,1,0,"age_3","balance_1","mean_gift_5","max_gift_4","recency_1"
1667,0,45,"M","Married",822.42,"Very High","Master",4,24.18,25.35,12.99,24.76,2295,810,0.636165577342048,8,0,0,1,"Tiranë","Urban",10.2,0,1,0,0,0,1,"age_2","balance_1","mean_gift_2","max_gift_1","recency_5"
1668,1,91,"F","Married",1541.33,"High","Bachelor",2,88.38,176.44,66.83,132.41,352,261,2,13,3,0,1,"Other","Suburban",0.1,1,0,0,0,1,0,"age_5","balance_3","mean_gift_5","max_gift_5","recency_2"
1669,1,75,"F","Divorced",2313.63,"High","High School",6,30.05,56.04,10.25,43.05,1762,754,1.24290578887628,8,6,0,1,"Other","Urban",24.3,1,0,0,0,1,0,"age_5","balance_5","mean_gift_2","max_gift_2","recency_5"
1670,1,64,"F","Married",948.99,"Very High","PhD",2,166,245.34,115.52,205.67,2070,706,0.352657004830918,4,7,0,0,"Elbasan","Rural",44.9,1,0,0,0,0,1,"age_4","balance_2","mean_gift_5","max_gift_5","recency_4"
1672,1,91,"M","Married",2348.12,"High","High School",4,28.34,51,15.15,39.67,644,613,2.26708074534161,7,8,0,0,"Tiranë","Suburban",52.5,0,1,0,0,1,0,"age_5","balance_5","mean_gift_2","max_gift_2","recency_4"
1673,1,50,"F","Married",2252.37,"High","Bachelor",4,19.77,37.64,14.48,28.7,257,257,4,9,5,0,1,"Vlorë","Suburban",18.1,1,0,0,0,1,0,"age_2","balance_5","mean_gift_1","max_gift_2","recency_2"
1674,1,54,"M","Single",2495.41,"Medium","Bachelor",3,3.76,6.18,2.74,4.97,1383,886,0.79175704989154,10,8,0,0,"Elbasan","Urban",28.3,0,1,0,1,0,0,"age_3","balance_5","mean_gift_1","max_gift_1","recency_5"
1675,1,20,"F","Widowed",2083.59,"High","Bachelor",7,151.31,284.48,120.66,217.9,919,289,2.78019586507073,9,2,0,1,"Other","Rural",24.3,1,0,0,0,1,0,"age_1","balance_4","mean_gift_5","max_gift_5","recency_2"
1676,1,75,"M","Married",1483.18,"Low","High School",4,34.22,57.79,11.26,46,2755,286,0.52994555353902,10,5,0,1,"Tiranë","Suburban",44.8,0,1,1,0,0,0,"age_5","balance_3","mean_gift_2","max_gift_3","recency_2"
1677,1,54,"M","Married",1093.26,"Low","Master",4,17.34,39.41,6.09,28.38,1046,85,1.39579349904398,5,7,0,1,"Durrës","Urban",2.7,0,1,1,0,0,0,"age_3","balance_2","mean_gift_1","max_gift_2","recency_1"
1678,1,37,"M","Widowed",650.97,"Medium","PhD",7,120.41,299.37,49.72,209.89,1656,360,1.54287439613527,5,0,1,0,"Vlorë","Urban",2.1,0,1,0,1,0,0,"age_1","balance_1","mean_gift_5","max_gift_5","recency_3"
1679,0,55,"M","Married",1637.09,"High","Master",4,77.67,165.24,44.01,121.46,1850,923,0.789189189189189,4,5,0,1,"Shkodër","Suburban",5.3,0,1,0,0,1,0,"age_3","balance_3","mean_gift_5","max_gift_5","recency_5"
1681,1,56,"F","Single",1616.72,"Low","Bachelor",1,7.24,10.23,4.9,8.73,1839,458,0.198477433387711,12,6,0,1,"Vlorë","Urban",18.5,1,0,1,0,0,0,"age_3","balance_3","mean_gift_1","max_gift_1","recency_3"
1682,1,60,"M","Married",1975.16,"Medium","High School",3,146.97,304.07,116.27,225.52,1835,500,0.596730245231608,5,12,0,0,"Vlorë","Suburban",64.3,0,1,0,1,0,0,"age_3","balance_4","mean_gift_5","max_gift_5","recency_3"
1683,1,74,"M","Married",659.24,"High","High School",3,42.12,63.05,13.21,52.58,246,246,3,7,6,0,0,"Elbasan","Urban",30.9,0,1,0,0,1,0,"age_5","balance_1","mean_gift_3","max_gift_3","recency_2"
1684,1,38,"F","Married",2089.89,"Medium","High School",3,44.42,78.16,25.58,61.29,2047,880,0.534929164631168,9,5,0,1,"Shkodër","Urban",19.6,1,0,0,1,0,0,"age_1","balance_4","mean_gift_3","max_gift_3","recency_5"
1685,1,51,"F","Married",2182.15,"Medium","Bachelor",2,109.1,270.4,61.88,189.75,1117,47,0.653536257833483,5,6,0,0,"Durrës","Suburban",60.9,1,0,0,1,0,0,"age_3","balance_5","mean_gift_5","max_gift_5","recency_1"
1686,1,67,"F","Divorced",2403.38,"Low","Bachelor",1,15.93,34.28,10.72,25.1,1319,929,0.276724791508719,4,4,0,1,"Vlorë","Suburban",36.8,1,0,1,0,0,0,"age_4","balance_5","mean_gift_1","max_gift_2","recency_5"
1689,0,36,"M","Married",1701.41,"Very High","Bachelor",2,31.85,59.18,19.34,45.52,2598,854,0.280985373364126,5,6,0,1,"Tiranë","Urban",20.1,0,1,0,0,0,1,"age_1","balance_3","mean_gift_2","max_gift_3","recency_5"
1690,1,60,"M","Married",1938.29,"Medium","Master",1,13.1,13.5,4.92,13.3,2900,461,0.125862068965517,7,4,0,1,"Shkodër","Suburban",54.8,0,1,0,1,0,0,"age_3","balance_4","mean_gift_1","max_gift_1","recency_3"
1693,1,59,"F","Single",1179.57,"Low","Bachelor",3,48.89,108.52,16.22,78.7,1189,745,0.92094196804037,5,5,0,1,"Durrës","Urban",24.2,1,0,1,0,0,0,"age_3","balance_2","mean_gift_3","max_gift_4","recency_5"
1694,0,52,"M","Married",1014.13,"Medium","Bachelor",2,47.51,88.68,24.52,68.1,2893,92,0.252333218112686,7,6,0,1,"Tiranë","Suburban",5.7,0,1,0,1,0,0,"age_3","balance_2","mean_gift_3","max_gift_4","recency_1"
1695,1,71,"M","Widowed",1435.28,"Medium","Master",1,100.66,172.5,34.25,136.58,1940,230,0.188144329896907,16,10,0,1,"Shkodër","Rural",12.1,0,1,0,1,0,0,"age_5","balance_3","mean_gift_5","max_gift_5","recency_2"
