"donor_id","age","gender","balance","income_category","education","previous_gifts","mean_gift","max_gift","min_gift","recency","emails_opened","website_visits","attended_event","newsletter_subscriber","region","area_type","gender_F","income_low","income_medium","income_high"
10536,43,"F",1512.39,"Medium","Bachelor",4,21.52,44.75,14.33,106,7,7,0,0,"Tiranë","Suburban",1,0,1,0
10537,25,"M",3257.09,"Medium","High School",2,28.55,54.88,13.37,404,10,5,1,0,"Shkodër","Suburban",0,0,1,0
10538,62,"F",2828.31,"Medium","Bachelor",4,50.97,51.38,18.98,184,5,2,1,0,"Tiranë","Suburban",1,0,1,0
10539,63,"M",919.25,"Medium","High School",1,20.15,46.25,7.46,293,4,4,0,1,"Shkodër","Urban",0,0,1,0
10540,68,"M",1057.17,"High","Bachelor",0,0,0,0,NA,6,5,0,1,"Durrës","Suburban",0,0,0,1
10541,67,"F",654.86,"Very High","Bachelor",3,55.12,67.74,28.27,905,3,5,0,1,"Shkodër","Urban",1,0,0,0
10542,65,"M",1117.97,"High","PhD",3,15.36,27.47,11.44,333,9,5,0,0,"Tiranë","Rural",0,0,0,1
10543,75,"M",1335.04,"Medium","Bachelor",3,13.6,27.39,6.84,240,7,4,0,0,"Shkodër","Urban",0,0,1,0
10544,49,"M",326.56,"Very High","Bachelor",3,12.63,14.52,8.14,438,4,7,0,1,"Other","Suburban",0,0,0,0
10545,72,"F",796.39,"Very High","High School",1,34.16,58.16,23.9,211,10,3,0,0,"Durrës","Urban",1,0,0,0
10546,42,"M",2390.77,"Medium","High School",6,42.98,51.16,29.34,930,6,4,0,1,"Tiranë","Suburban",0,0,1,0
10547,55,"M",1530.88,"Medium","Bachelor",2,20.54,34.63,6.26,398,7,4,0,0,"Tiranë","Urban",0,0,1,0
10548,41,"M",1466.83,"High","Master",4,16.73,26.43,9.9,86,9,3,0,1,"Other","Urban",0,0,0,1
10549,42,"M",1752.64,"Medium","High School",1,3.53,4.32,1.63,699,9,3,1,1,"Durrës","Urban",0,0,1,0
10550,56,"M",584.71,"Low","Master",3,9.62,20.12,3.49,148,8,5,0,0,"Vlorë","Urban",0,1,0,0
10551,50,"F",2209.22,"High","High School",3,70.95,109.1,49.2,943,3,3,0,1,"Tiranë","Suburban",1,0,0,1
10552,68,"M",2392.84,"High","Bachelor",4,36.03,54.45,15.29,164,14,4,0,1,"Durrës","Urban",0,0,0,1
10553,49,"M",1867.55,"Medium","Bachelor",2,14.27,16.39,11.13,964,9,7,0,1,"Elbasan","Urban",0,0,1,0
10554,56,"F",496.7,"Medium","Bachelor",3,13.52,21.45,10.52,402,8,5,0,0,"Vlorë","Suburban",1,0,1,0
10555,71,"F",1269.39,"Low","High School",1,67.24,86.09,47.11,67,7,3,1,0,"Vlorë","Urban",1,1,0,0
10556,39,"M",696.09,"Low","High School",1,14.73,21.32,7.16,249,7,8,1,1,"Tiranë","Urban",0,1,0,0
10557,85,"F",1604.73,"Medium","Bachelor",1,24.08,59.86,7.93,871,6,8,1,1,"Durrës","Suburban",1,0,1,0
10558,60,"M",355.35,"Medium","High School",2,16.26,27.2,5.51,615,7,6,0,0,"Tiranë","Urban",0,0,1,0
10559,74,"F",1964.32,"Medium","High School",1,53.1,72.51,34.76,788,5,5,0,0,"Shkodër","Suburban",1,0,1,0
10560,49,"M",1669.53,"Very High","Bachelor",4,119.79,284.13,52.71,405,9,6,0,1,"Tiranë","Urban",0,0,0,0
10561,46,"M",1513.41,"Low","Bachelor",1,63.24,96.56,35.06,315,8,3,0,0,"Shkodër","Urban",0,1,0,0
10562,40,"M",595.39,"Low","High School",1,124.72,286.74,72.15,535,10,12,1,1,"Other","Rural",0,1,0,0
10563,38,"F",0,"Medium","Master",2,34.27,50.78,20.89,82,6,7,1,1,"Other","Urban",1,0,1,0
10564,44,"F",3342.11,"Medium","Bachelor",2,34.34,54.06,17.41,185,7,4,0,0,"Durrës","Suburban",1,0,1,0
10565,66,"M",720.33,"Medium","Master",2,25.49,58.48,17.42,200,9,4,0,1,"Tiranë","Suburban",0,0,1,0
10566,44,"F",1458,"Very High","Master",2,26.02,43.23,9.6,661,5,6,0,1,"Durrës","Urban",1,0,0,0
10567,55,"M",1249.37,"Medium","Bachelor",1,43.5,94.55,17.65,174,4,7,1,1,"Durrës","Urban",0,0,1,0
10568,45,"F",1212.73,"Low","Bachelor",5,66.24,96.21,34.33,848,6,5,0,1,"Durrës","Urban",1,1,0,0
10569,64,"M",1351.11,"High","Bachelor",4,23.56,54.28,13.33,919,5,4,0,0,"Other","Rural",0,0,0,1
10570,58,"F",833,"Low","High School",6,23.78,43.99,13.41,223,10,4,0,1,"Other","Urban",1,1,0,0
10571,45,"F",883.51,"Low","Bachelor",2,124.51,223.8,50.56,26,12,2,0,1,"Tiranë","Suburban",1,1,0,0
10572,86,"F",2087.06,"High","High School",2,20.85,22.33,12.43,915,10,4,0,0,"Tiranë","Suburban",1,0,0,1
10573,60,"F",1620.27,"Low","High School",6,27.78,47.1,12.65,532,8,5,0,1,"Elbasan","Urban",1,1,0,0
10574,49,"F",1349.13,"Medium","High School",1,65.37,131.78,23.98,241,12,1,0,1,"Elbasan","Urban",1,0,1,0
10575,55,"F",1411.57,"Medium","Bachelor",2,8.38,14.11,6.7,722,7,12,0,1,"Vlorë","Urban",1,0,1,0
10576,53,"M",2381.25,"High","Bachelor",4,28.45,32.87,11.72,829,12,6,0,0,"Tiranë","Rural",0,0,0,1
10577,69,"F",1662.55,"Medium","PhD",1,7.08,7.2,4.79,192,7,5,0,0,"Elbasan","Suburban",1,0,1,0
10578,51,"M",2106.47,"High","Master",4,14.2,30.87,11,568,10,6,0,0,"Elbasan","Rural",0,0,0,1
10579,73,"F",1027.57,"Very High","Bachelor",5,163.71,343.09,115.33,856,3,3,0,1,"Durrës","Suburban",1,0,0,0
10580,34,"M",2509.2,"Medium","Bachelor",2,22.7,50.76,12.21,478,4,7,0,0,"Other","Suburban",0,0,1,0
10581,71,"F",644.88,"Very High","High School",1,31.45,35.38,14.68,439,5,7,0,1,"Durrës","Urban",1,0,0,0
10582,50,"M",1127.03,"High","Master",3,43.8,50.84,20.67,715,5,6,0,1,"Tiranë","Urban",0,0,0,1
10583,48,"M",1842.65,"Medium","High School",4,27.04,30.08,19.01,939,5,5,0,0,"Tiranë","Urban",0,0,1,0
10584,59,"M",931.68,"Medium","High School",1,134.53,289.57,84.76,814,5,7,1,1,"Durrës","Urban",0,0,1,0
10585,62,"M",1387.27,"Medium","High School",3,142.84,326.7,109.99,500,7,5,0,1,"Shkodër","Rural",0,0,1,0
10586,58,"M",645.61,"Medium","High School",2,32.91,53.59,22.16,483,10,3,0,0,"Tiranë","Urban",0,0,1,0
10587,29,"M",1897.93,"High","High School",5,39.9,50.6,31.68,949,8,5,1,0,"Other","Urban",0,0,0,1
10588,36,"M",690.64,"Low","Bachelor",2,25.57,40.75,15,589,4,4,0,0,"Elbasan","Suburban",0,1,0,0
10589,73,"F",1702.06,"High","Bachelor",0,0,0,0,NA,2,7,0,1,"Other","Suburban",1,0,0,1
10590,43,"M",1601.03,"High","High School",5,115.27,137.92,49.34,588,12,6,0,0,"Vlorë","Suburban",0,0,0,1
10591,95,"M",1809.49,"Medium","Bachelor",4,36.03,73.32,16.72,763,9,6,0,1,"Shkodër","Urban",0,0,1,0
10592,63,"M",672.75,"Medium","Master",2,50.68,75.34,27.17,909,9,4,0,1,"Durrës","Urban",0,0,1,0
10593,63,"F",2897.77,"High","Master",3,144.24,212.75,47.09,350,9,10,0,0,"Tiranë","Rural",1,0,0,1
10594,48,"F",1605.74,"Low","High School",1,44.92,81.38,25.92,90,13,6,0,1,"Elbasan","Rural",1,1,0,0
10595,86,"F",2025.02,"Low","Bachelor",1,156.27,231.57,53.73,953,8,5,1,1,"Tiranë","Urban",1,1,0,0
10596,89,"F",1973.43,"High","Bachelor",2,6.72,16.76,5.18,438,8,6,0,0,"Tiranë","Suburban",1,0,0,1
10597,53,"F",1884.66,"Low","Master",2,20.7,31.97,14.39,187,6,2,0,1,"Elbasan","Suburban",1,1,0,0
10598,58,"M",1853.13,"High","Bachelor",2,86.83,96.81,27.4,557,14,6,0,0,"Tiranë","Urban",0,0,0,1
10599,24,"M",1212.53,"Medium","High School",2,26.56,47.85,16.19,550,7,5,0,0,"Durrës","Urban",0,0,1,0
10600,58,"F",567.59,"Very High","High School",0,0,0,0,NA,4,4,0,0,"Shkodër","Suburban",1,0,0,0
10601,53,"F",847.54,"Medium","Bachelor",2,14.21,34.6,4.95,18,7,8,0,0,"Tiranë","Urban",1,0,1,0
10602,53,"M",1979.28,"Low","Bachelor",5,97.19,208.59,55.58,704,9,1,0,0,"Vlorë","Rural",0,1,0,0
10603,62,"M",932.28,"Medium","High School",3,126.62,310.7,88.4,747,7,4,0,0,"Vlorë","Rural",0,0,1,0
10604,61,"M",2750.54,"Medium","Bachelor",3,17.05,17.12,10.04,142,7,5,0,1,"Other","Rural",0,0,1,0
10605,45,"F",1535.82,"Medium","Bachelor",2,8.03,13.51,3.09,916,11,1,0,0,"Tiranë","Urban",1,0,1,0
10606,46,"M",2416.05,"Medium","High School",0,0,0,0,NA,6,9,0,0,"Other","Suburban",0,0,1,0
10607,38,"M",1285.81,"Medium","Bachelor",1,117.03,182.36,88.77,421,14,7,0,1,"Tiranë","Rural",0,0,1,0
10608,76,"F",2600.47,"Medium","Bachelor",6,71.06,88.59,35.94,690,9,6,0,1,"Other","Rural",1,0,1,0
10609,55,"F",2395.44,"Low","High School",1,53.92,67.42,26.94,771,6,7,0,1,"Tiranë","Urban",1,1,0,0
10610,81,"M",1136.09,"Medium","Bachelor",3,21.35,40.95,15.56,779,14,3,0,0,"Tiranë","Suburban",0,0,1,0
10611,44,"M",1360.45,"Very High","Bachelor",3,32.18,34.27,21.54,104,11,3,1,1,"Tiranë","Suburban",0,0,0,0
10612,67,"M",2835.23,"Low","High School",1,32.05,47.23,12.04,154,9,7,0,0,"Other","Urban",0,1,0,0
10613,57,"F",517.53,"High","Bachelor",1,70.24,99.4,45.48,433,8,1,0,0,"Shkodër","Urban",1,0,0,1
10614,51,"M",1299.6,"Medium","High School",3,76.33,132.31,49.65,778,5,7,0,0,"Vlorë","Rural",0,0,1,0
10615,64,"F",1720.51,"Low","Bachelor",3,40.47,50.12,32.12,524,6,8,0,1,"Vlorë","Urban",1,1,0,0
10616,28,"F",266.85,"Medium","Bachelor",0,0,0,0,NA,6,9,0,1,"Other","Suburban",1,0,1,0
10617,44,"M",1915.07,"High","High School",3,22.49,24.68,9.37,609,3,10,1,1,"Elbasan","Rural",0,0,0,1
10618,59,"M",2436.08,"High","Master",1,50.77,113.94,20.12,582,10,1,1,0,"Tiranë","Suburban",0,0,0,1
10619,34,"F",1425.79,"Very High","High School",3,74.28,90.89,55.78,768,9,1,0,1,"Tiranë","Urban",1,0,0,0
10620,42,"F",1799.84,"High","Bachelor",4,58.61,119.22,39.24,989,5,5,0,1,"Tiranë","Urban",1,0,0,1
10621,39,"F",562.87,"High","Bachelor",3,79.68,143.08,29.59,531,8,7,0,1,"Tiranë","Urban",1,0,0,1
10622,84,"F",777.95,"Medium","High School",3,44.01,51.52,24.12,123,10,5,0,0,"Other","Urban",1,0,1,0
10623,54,"M",1768.47,"High","High School",2,69.84,170.96,30.55,426,15,6,0,0,"Shkodër","Urban",0,0,0,1
10624,44,"M",2026.82,"High","Bachelor",2,51.2,111.65,33.19,20,7,6,0,0,"Tiranë","Rural",0,0,0,1
10625,87,"M",487.35,"Medium","Master",0,0,0,0,NA,12,5,0,1,"Other","Urban",0,0,1,0
10626,79,"M",1459.69,"Low","Master",3,33.92,78.03,24.31,524,11,3,0,1,"Elbasan","Urban",0,1,0,0
10627,27,"M",559.15,"Medium","Bachelor",2,9.15,17.59,5.73,997,11,6,0,1,"Other","Urban",0,0,1,0
10628,56,"M",1848.75,"High","Bachelor",2,65.01,91.71,46.09,381,9,4,0,1,"Tiranë","Rural",0,0,0,1
10629,31,"M",2222.74,"Medium","High School",2,33.56,50.58,16.62,430,3,2,0,1,"Shkodër","Urban",0,0,1,0
10630,53,"M",2037.27,"Medium","Master",5,49.27,97.47,23.3,88,7,4,0,1,"Tiranë","Suburban",0,0,1,0
10631,52,"M",1340.04,"Medium","Bachelor",3,141.96,187.96,51.72,623,5,2,0,1,"Elbasan","Urban",0,0,1,0
10632,23,"M",1602.91,"Low","Master",1,60.09,140.9,36.68,75,6,8,0,0,"Shkodër","Rural",0,1,0,0
10633,70,"M",1557.75,"Medium","Bachelor",0,0,0,0,NA,7,6,0,0,"Tiranë","Rural",0,0,1,0
10634,34,"F",2033.81,"Low","High School",2,88.03,151.87,62.42,689,14,4,0,0,"Vlorë","Suburban",1,1,0,0
10635,58,"M",1558.72,"Medium","Bachelor",3,33.98,72.68,26.53,433,6,2,0,1,"Durrës","Urban",0,0,1,0
10636,48,"M",2010.31,"High","Master",1,45.71,59.03,31.54,262,11,5,0,1,"Tiranë","Urban",0,0,0,1
10637,49,"M",801.78,"High","High School",2,122.62,211.46,48.3,405,12,5,0,1,"Tiranë","Rural",0,0,0,1
10638,33,"F",1816.42,"Low","High School",4,142.95,211.89,103.67,660,12,8,0,1,"Tiranë","Suburban",1,1,0,0
10639,44,"M",3021.15,"Medium","High School",1,39.41,83.62,20.74,704,10,2,0,0,"Durrës","Urban",0,0,1,0
10640,43,"M",2105.52,"Medium","Master",3,63.09,98.29,36.82,280,7,3,0,1,"Other","Urban",0,0,1,0
10641,52,"F",1906.62,"High","Bachelor",1,25.75,58.58,9.91,485,5,6,0,1,"Elbasan","Suburban",1,0,0,1
10642,56,"M",448.72,"Low","Bachelor",1,65.62,120.91,41.9,441,4,4,0,1,"Shkodër","Rural",0,1,0,0
10643,34,"F",2340.62,"High","Bachelor",1,40.19,81.07,18.1,662,6,5,0,0,"Tiranë","Suburban",1,0,0,1
10644,62,"F",2274.21,"Low","PhD",2,26.44,50.49,10.36,380,12,6,0,0,"Shkodër","Urban",1,1,0,0
10645,67,"M",559.19,"Medium","Bachelor",4,75.94,103.76,59.75,794,10,5,0,1,"Tiranë","Urban",0,0,1,0
10646,34,"M",1575.45,"High","High School",4,61.11,114.87,38.38,824,8,2,1,1,"Vlorë","Urban",0,0,0,1
10647,62,"F",2023.76,"Medium","Bachelor",2,58.36,65.71,44.19,373,9,5,1,0,"Other","Rural",1,0,1,0
10648,65,"F",1379.95,"Very High","High School",2,31.94,50.53,16.07,479,5,6,0,1,"Other","Urban",1,0,0,0
10649,63,"M",1313.2,"Low","High School",2,62.09,109.31,21.37,189,11,7,0,1,"Vlorë","Suburban",0,1,0,0
10650,30,"M",1139.23,"High","High School",4,71.11,107.14,42.65,262,5,6,0,0,"Durrës","Rural",0,0,0,1
10651,50,"M",2561.27,"Medium","Bachelor",0,0,0,0,NA,2,6,0,0,"Durrës","Urban",0,0,1,0
10652,62,"M",2112.53,"Medium","Master",3,20.76,42.73,7.07,357,9,3,1,1,"Other","Urban",0,0,1,0
10653,49,"F",760.87,"Low","Bachelor",3,45.26,64.22,13.79,625,10,8,1,1,"Shkodër","Suburban",1,1,0,0
10654,57,"M",3401.63,"Low","Master",1,18.37,25.76,9.58,678,11,1,0,1,"Durrës","Urban",0,1,0,0
10655,37,"M",767.97,"Medium","Master",0,0,0,0,NA,10,8,0,1,"Durrës","Urban",0,0,1,0
10656,69,"M",317.86,"High","Bachelor",1,54.98,68.82,24.42,646,6,3,0,1,"Shkodër","Urban",0,0,0,1
10657,39,"M",2632.72,"Medium","PhD",1,7.76,15.42,3.62,719,8,6,0,1,"Tiranë","Rural",0,0,1,0
10658,52,"F",0,"Medium","Bachelor",1,101.55,164.36,61.07,995,11,5,0,0,"Vlorë","Urban",1,0,1,0
10659,63,"M",2256.05,"Low","Master",2,4.02,4.43,3.07,369,8,6,1,1,"Other","Suburban",0,1,0,0
10660,55,"F",2152.96,"Low","Bachelor",1,50.42,84.99,17.09,573,7,8,1,1,"Other","Urban",1,1,0,0
10661,54,"M",1331.37,"Very High","Bachelor",1,119.94,167.81,63.58,384,6,4,0,1,"Shkodër","Urban",0,0,0,0
10662,47,"M",2396.44,"Medium","Bachelor",2,107.89,109.54,39.52,418,4,5,0,0,"Tiranë","Suburban",0,0,1,0
10663,77,"F",694.65,"Low","Master",2,64.59,108.27,39.62,912,9,6,0,1,"Durrës","Suburban",1,1,0,0
10664,59,"F",516.02,"Low","High School",3,60.57,125.27,26.14,878,5,3,0,1,"Other","Urban",1,1,0,0
10665,95,"M",299.79,"Low","High School",2,88.2,204.07,61.48,352,7,3,0,1,"Elbasan","Urban",0,1,0,0
10666,46,"F",2152.49,"Very High","High School",4,40.49,47.94,31.73,566,5,1,0,1,"Other","Urban",1,0,0,0
10667,62,"F",2283.91,"Medium","Master",1,29.98,69.38,23.52,808,11,7,0,0,"Vlorë","Suburban",1,0,1,0
10668,71,"M",1968.25,"Low","Bachelor",2,27.46,66.61,11.35,147,9,4,0,1,"Vlorë","Urban",0,1,0,0
10669,30,"M",782.61,"Medium","High School",2,14.84,33.53,5.83,809,6,5,0,1,"Other","Urban",0,0,1,0
10670,52,"M",1735.13,"Medium","Master",1,31.59,46.41,18.52,413,6,6,0,1,"Vlorë","Suburban",0,0,1,0
10671,54,"F",1151.14,"Low","Bachelor",2,28.93,42.59,10.94,872,4,8,0,1,"Shkodër","Suburban",1,1,0,0
10672,45,"M",2197.2,"Medium","Master",1,58.64,72.72,28.86,329,8,1,0,1,"Other","Urban",0,0,1,0
10673,59,"M",1237.88,"Low","Bachelor",3,30.54,42.51,11.3,83,5,4,0,0,"Tiranë","Rural",0,1,0,0
10674,66,"F",1772.82,"Low","High School",1,16.11,19.54,6.45,330,6,4,0,0,"Tiranë","Urban",1,1,0,0
10675,62,"M",1323.1,"High","Bachelor",2,23.69,58.29,14.66,461,9,4,0,1,"Tiranë","Suburban",0,0,0,1
10676,44,"F",0,"Medium","PhD",2,159.57,301.63,88.72,412,3,6,0,1,"Other","Urban",1,0,1,0
10677,61,"F",1089.51,"High","Bachelor",2,60.81,143.84,20.5,273,9,5,0,1,"Other","Urban",1,0,0,1
10678,54,"M",1844.65,"Medium","Master",1,48.51,106.6,34.62,134,3,3,0,1,"Elbasan","Urban",0,0,1,0
10679,64,"F",2804.5,"High","High School",1,42.02,93.14,29.46,144,7,5,1,0,"Other","Rural",1,0,0,1
10680,38,"M",1371.32,"Very High","Bachelor",0,0,0,0,NA,8,12,0,1,"Other","Urban",0,0,0,0
10681,53,"F",1019.81,"Medium","Bachelor",1,25.5,34.42,17.02,894,6,4,0,1,"Tiranë","Suburban",1,0,1,0
10682,56,"F",932.97,"Medium","Bachelor",3,87.05,175.06,36.43,513,5,2,1,1,"Durrës","Suburban",1,0,1,0
10683,35,"F",1566.8,"Low","High School",7,104.64,170.54,68.01,35,3,3,0,0,"Elbasan","Urban",1,1,0,0
10684,38,"F",2687.83,"Very High","High School",2,147.76,260.35,104.5,405,9,2,1,1,"Vlorë","Urban",1,0,0,0
10685,74,"F",607.27,"Medium","High School",4,4.3,4.77,2.84,868,5,5,0,0,"Tiranë","Urban",1,0,1,0
10686,82,"M",1441.87,"Medium","Bachelor",2,42.56,58.01,31.85,611,11,5,0,1,"Vlorë","Suburban",0,0,1,0
10687,64,"M",2230.81,"Medium","Bachelor",2,26.69,34.48,12.96,976,6,3,0,0,"Other","Urban",0,0,1,0
10688,47,"M",1525.7,"Very High","High School",5,41.58,53.47,17.13,275,9,4,0,0,"Tiranë","Urban",0,0,0,0
10689,63,"F",2183.66,"High","High School",7,110.77,135.77,36.57,778,14,6,0,0,"Tiranë","Rural",1,0,0,1
10690,83,"M",795.85,"Medium","High School",3,44.04,81.04,14.68,526,8,4,1,0,"Durrës","Suburban",0,0,1,0
10691,62,"F",2711.39,"Medium","Master",5,135.16,206.18,49.64,224,3,1,0,1,"Shkodër","Urban",1,0,1,0
10692,86,"F",1482.84,"Medium","Master",1,73.4,164.28,40.87,620,7,6,1,1,"Tiranë","Urban",1,0,1,0
10693,61,"M",1031.87,"High","Bachelor",1,15.03,27.56,8.72,802,2,10,0,1,"Other","Urban",0,0,0,1
10694,76,"F",2148.94,"Medium","PhD",2,93.01,168.93,62.07,477,6,5,1,1,"Elbasan","Urban",1,0,1,0
10695,71,"F",1144.56,"Low","Bachelor",8,14.36,28.73,8.3,813,16,2,0,1,"Shkodër","Suburban",1,1,0,0
10696,34,"M",1857.5,"Very High","Bachelor",4,64.85,97.79,49.15,568,11,2,0,0,"Other","Urban",0,0,0,0
10697,54,"M",2814.35,"Medium","High School",3,39.4,75,15.33,958,6,4,1,1,"Tiranë","Suburban",0,0,1,0
10698,57,"F",3333.1,"High","PhD",2,12.93,30.81,5.43,129,6,3,1,0,"Vlorë","Rural",1,0,0,1
10699,51,"M",1137.59,"Medium","High School",1,129.23,277.51,78.13,263,5,3,0,1,"Vlorë","Urban",0,0,1,0
10700,28,"M",1788.43,"Medium","Bachelor",2,60.02,80.76,46.65,39,7,4,0,0,"Durrës","Suburban",0,0,1,0
10701,49,"M",2995.07,"Low","Bachelor",0,0,0,0,NA,10,4,0,1,"Vlorë","Urban",0,1,0,0
10702,24,"F",719.19,"Very High","Master",3,85.89,146.09,38.92,110,7,7,0,0,"Vlorë","Urban",1,0,0,0
10703,35,"M",625.83,"Medium","High School",1,43.78,56.88,32,820,11,7,0,1,"Vlorë","Urban",0,0,1,0
10704,36,"M",2604.04,"Medium","High School",3,39.37,75.32,13.17,909,3,4,1,0,"Shkodër","Urban",0,0,1,0
10705,74,"F",1042.2,"Medium","Master",1,52.03,94.98,20.94,329,10,9,0,1,"Tiranë","Suburban",1,0,1,0
10706,49,"M",907.97,"High","Master",4,10.45,18.63,5.93,449,8,3,0,0,"Tiranë","Urban",0,0,0,1
10707,54,"M",1610.23,"High","High School",2,92.36,148.37,34.58,966,5,6,0,0,"Durrës","Suburban",0,0,0,1
10708,58,"M",2007.13,"Very High","Bachelor",4,72.51,173.26,43.54,675,4,7,1,1,"Other","Suburban",0,0,0,0
10709,61,"M",360.43,"Very High","Bachelor",1,91.71,131,56.88,951,5,4,1,1,"Durrës","Suburban",0,0,0,0
10710,91,"F",2082.53,"Low","Bachelor",2,24.74,30.36,18.35,462,8,5,0,0,"Other","Urban",1,1,0,0
10711,53,"M",86.2,"Medium","High School",0,0,0,0,NA,6,5,0,1,"Other","Urban",0,0,1,0
10712,64,"M",2629.27,"Medium","Bachelor",3,32.75,51.5,11.76,343,13,5,1,1,"Vlorë","Rural",0,0,1,0
10713,81,"M",1107.04,"Medium","High School",3,12.17,13.06,8.78,93,5,4,0,1,"Tiranë","Urban",0,0,1,0
10714,95,"M",2068.72,"Medium","High School",2,15.95,26,10.71,532,12,6,1,1,"Tiranë","Urban",0,0,1,0
10715,35,"M",854.12,"High","Bachelor",4,24.81,46.9,8.95,457,12,5,0,1,"Tiranë","Urban",0,0,0,1
10716,66,"F",1018.19,"High","Bachelor",2,47.83,56.71,29.1,911,6,5,0,1,"Tiranë","Urban",1,0,0,1
10717,27,"M",1194.01,"Medium","High School",3,40.32,71.12,19.71,87,6,3,0,1,"Vlorë","Urban",0,0,1,0
10718,64,"F",991.33,"Low","Master",2,99.27,159.76,60.29,525,9,4,0,1,"Durrës","Rural",1,1,0,0
10719,23,"M",784.45,"High","High School",5,34.03,59.14,19.72,916,8,6,0,0,"Shkodër","Urban",0,0,0,1
10720,73,"F",704.77,"Medium","PhD",1,29.46,34.91,21.21,404,8,6,1,1,"Tiranë","Suburban",1,0,1,0
10721,46,"M",3495.55,"Medium","High School",4,45.02,97.74,27.1,769,8,6,0,0,"Shkodër","Rural",0,0,1,0
10722,38,"M",1837.2,"Low","Master",0,0,0,0,NA,3,7,0,0,"Elbasan","Urban",0,1,0,0
10723,64,"M",1959.89,"Low","High School",2,19.55,27.96,15.09,476,4,2,0,1,"Elbasan","Urban",0,1,0,0
10724,71,"M",1047.92,"High","Bachelor",4,86.76,143.77,59.21,76,10,4,0,0,"Shkodër","Urban",0,0,0,1
10725,37,"F",1802.27,"Medium","Master",5,38.64,93.48,16.06,913,8,6,0,0,"Tiranë","Urban",1,0,1,0
10726,64,"M",864.59,"Medium","High School",4,41.68,79.91,17.4,817,11,8,0,0,"Vlorë","Suburban",0,0,1,0
10727,26,"M",2670.59,"Low","High School",3,50.38,110.73,28.27,596,4,4,0,0,"Tiranë","Urban",0,1,0,0
10728,47,"F",1208.88,"Medium","Bachelor",3,88.58,114.09,58.12,156,7,4,0,1,"Durrës","Rural",1,0,1,0
10729,74,"M",553.74,"Low","Bachelor",1,82.89,154.22,51.53,487,2,6,0,1,"Shkodër","Urban",0,1,0,0
10730,40,"M",1280.75,"High","High School",3,32.2,38.41,25.04,905,6,7,0,1,"Vlorë","Urban",0,0,0,1
10731,80,"F",2986.6,"Medium","High School",1,114.37,169.09,46.68,713,6,8,0,0,"Tiranë","Suburban",1,0,1,0
10732,56,"F",2409.69,"Low","Master",6,44.36,75.7,27.24,352,13,6,0,0,"Tiranë","Urban",1,1,0,0
10733,39,"F",1612.79,"Low","Bachelor",5,22.83,40.87,16.96,152,16,4,0,1,"Tiranë","Suburban",1,1,0,0
10734,39,"M",2073.53,"Medium","PhD",6,9.86,13.62,6.09,362,6,5,0,1,"Tiranë","Suburban",0,0,1,0
10735,68,"F",0,"Medium","Master",5,18.87,28.67,6.18,907,15,7,0,1,"Vlorë","Urban",1,0,1,0
10736,34,"F",1730.88,"Low","Bachelor",2,166.85,291.43,50.4,14,8,7,1,0,"Tiranë","Urban",1,1,0,0
10737,32,"F",1365.96,"High","Bachelor",3,24.21,33.17,9.45,897,6,3,0,1,"Vlorë","Suburban",1,0,0,1
10738,58,"M",810.03,"Low","High School",1,77.96,142.87,26.81,705,7,7,0,0,"Vlorë","Urban",0,1,0,0
10739,55,"F",1423.89,"Medium","High School",5,38.14,84.56,21.52,195,13,2,0,0,"Durrës","Urban",1,0,1,0
10740,47,"M",1886.02,"Medium","Bachelor",2,43.53,102.29,32.58,188,7,5,0,1,"Shkodër","Urban",0,0,1,0
10741,26,"M",1342.21,"Medium","Bachelor",5,20.56,31.13,7.05,54,9,9,0,0,"Elbasan","Rural",0,0,1,0
10742,32,"F",1614.61,"Medium","Master",3,28.01,47.55,10.45,892,7,3,0,1,"Elbasan","Urban",1,0,1,0
10743,77,"F",1579.93,"High","Master",1,46.74,100.81,32.7,140,9,7,0,1,"Elbasan","Urban",1,0,0,1
10744,39,"F",2561.97,"Medium","High School",2,89.14,145.55,51.06,57,6,5,0,1,"Elbasan","Urban",1,0,1,0
10745,58,"M",2530.53,"Low","Bachelor",1,17.8,29.14,8.04,748,10,4,1,1,"Tiranë","Urban",0,1,0,0
10746,26,"F",1664.4,"High","High School",1,38.54,47.86,23.15,434,11,5,0,0,"Tiranë","Suburban",1,0,0,1
10747,55,"M",1310.93,"Low","Bachelor",4,51.52,114.97,40.16,758,3,5,0,0,"Tiranë","Suburban",0,1,0,0
10748,78,"F",2183.11,"Low","Bachelor",1,120.39,151.38,37.14,726,8,5,0,0,"Durrës","Urban",1,1,0,0
10749,62,"F",874.48,"Medium","Bachelor",3,36.19,77.56,26.05,528,10,11,0,1,"Durrës","Rural",1,0,1,0
10750,42,"F",1530.05,"Low","High School",2,112.06,139.02,70.66,554,12,4,0,1,"Tiranë","Urban",1,1,0,0
10751,55,"F",3004.41,"Medium","High School",2,28.59,63.24,15.18,430,11,1,0,0,"Vlorë","Urban",1,0,1,0
10752,48,"F",1761.24,"High","Bachelor",2,91.34,188.11,37.52,587,10,6,1,1,"Tiranë","Rural",1,0,0,1
10753,53,"M",415.59,"Medium","Bachelor",2,72.37,117.36,32.79,635,13,5,0,0,"Durrës","Urban",0,0,1,0
